id_aluno,evasao,sexo,idade,etapa_ensino,renda_familiar,nivel_socioeconomico,frequencia_escolar,notas_medias,repetente,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
751,False,Masculino,14,5º ano,496.3,N2,69.2,8.0,True,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,2.9,False,Moderado,Boa,Parcial,Média,Regular,0.3713949381989405,False
752,False,Feminino,13,8º ano,965.08,N3,80.7,5.9,False,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,3.4,True,Baixo,Regular,Parcial,Baixa,Boa,0.2661859917598587,False
753,True,Feminino,13,7º ano,443.29,N3,80.0,7.4,True,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,0.8,True,Moderado,Boa,Parcial,Média,Regular,0.3502060035314891,False
754,True,Feminino,12,8º ano,946.68,N1,85.0,6.9,True,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,0.7,False,Alto,Regular,Completa,Alta,Ruim,0.3502060035314891,False
755,False,Masculino,10,1ª série EM,892.22,N1,64.0,7.1,False,False,False,False,False,False,Alto,Bom,Baixa,False,Média,True,2.3,True,Alto,Boa,Completa,Alta,Boa,0.286933490288405,False
756,True,Feminino,11,5º ano,962.25,N1,52.9,5.9,False,False,False,False,False,False,Baixo,Regular,Alta,True,Alta,False,0.9,True,Moderado,Regular,Insuficiente,Alta,Boa,0.388905238375515,False
757,True,Masculino,14,7º ano,639.97,N2,97.5,6.2,True,False,False,False,True,False,Baixo,Bom,Baixa,True,Alta,False,2.6,False,Moderado,Ruim,Completa,Média,Regular,0.6202177751618599,True
758,True,Feminino,17,7º ano,1248.87,N2,83.3,6.9,False,False,True,False,False,False,Alto,Ruim,Alta,False,Média,False,1.1,False,Alto,Boa,Completa,Média,Ruim,0.2105650382577987,False
759,True,Masculino,14,9º ano,623.64,N7,74.4,6.6,False,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,0.2,False,Baixo,Boa,Parcial,Média,Ruim,0.2630959387875221,True
760,False,Masculino,10,9º ano,594.31,N1,97.5,8.6,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,2.1,False,Moderado,Boa,Parcial,Alta,Boa,0.07283696291936435,False
761,True,Feminino,16,2ª série EM,515.1,N1,65.8,6.3,False,True,False,False,False,False,Baixo,Regular,Média,False,Baixa,False,2.2,True,Moderado,Boa,Completa,Média,Regular,0.4614479105356092,False
762,False,Masculino,14,5º ano,690.79,N7,87.4,9.2,False,True,False,False,False,False,Baixo,Bom,Baixa,False,Baixa,False,0.4,False,Alto,Ruim,Completa,Alta,Boa,0.23808122424955858,False
763,True,Outro,16,3ª série EM,731.62,N5,64.2,7.2,False,True,False,False,False,False,Médio,Bom,Média,False,Alta,False,1.1,False,Alto,Boa,Parcial,Alta,Regular,0.4287816362566215,True
764,False,Feminino,13,5º ano,2077.16,N4,55.7,7.5,False,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,2.0,False,Moderado,Regular,Parcial,Alta,Regular,0.30591524426133015,True
765,False,Masculino,20,1ª série EM,564.21,N4,55.4,4.4,True,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,2.8,True,Baixo,Boa,Parcial,Média,Regular,0.5912301353737491,False
766,False,Masculino,22,2ª série EM,1107.5,N3,58.8,4.0,False,False,False,False,True,False,Médio,Bom,Média,False,Baixa,False,0.9,False,Moderado,Boa,Parcial,Média,Regular,0.7410241318422602,False
767,True,Masculino,13,7º ano,1196.93,N5,92.0,6.3,True,False,False,False,False,False,Baixo,Regular,Alta,True,Média,False,3.2,False,Alto,Regular,Parcial,Baixa,Boa,0.34579164214243674,False
768,False,Feminino,21,3ª série EM,1249.78,N5,79.7,9.2,False,True,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.6,False,Moderado,Regular,Completa,Média,Boa,0.27207180694526195,False
769,False,Feminino,15,6º ano,773.7,N7,74.1,5.2,False,False,False,False,False,False,Alto,Bom,Baixa,True,Baixa,False,1.2,False,Alto,Boa,Completa,Alta,Ruim,0.32622130665097115,False
770,True,Feminino,16,1ª série EM,1148.23,N4,70.4,4.5,False,False,False,False,False,False,Alto,Regular,Baixa,True,Média,False,3.7,False,Moderado,Boa,Completa,Média,Regular,0.3734549735138316,False
771,False,Masculino,14,9º ano,566.75,N5,53.3,5.2,False,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,1.2,False,Baixo,Boa,Completa,Média,Regular,0.4180400235432608,True
772,False,Masculino,19,8º ano,540.61,N5,58.3,6.0,False,True,False,True,False,False,Médio,Bom,Média,True,Média,False,1.5,False,Moderado,Boa,Completa,Alta,Boa,0.5077987051206593,False
773,False,Feminino,12,5º ano,579.42,N1,68.7,5.6,True,False,True,False,False,False,Alto,Bom,Baixa,False,Alta,False,2.4,False,Baixo,Boa,Parcial,Média,Regular,0.47954679223072394,False
774,False,Outro,10,8º ano,1346.55,N2,78.1,7.0,True,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,3.9,False,Alto,Ruim,Completa,Baixa,Regular,0.37625073572689827,False
775,False,Masculino,20,5º ano,557.81,N4,60.4,3.5,False,True,False,False,False,False,Baixo,Bom,Baixa,True,Baixa,False,2.7,True,Baixo,Regular,Parcial,Alta,Boa,0.6088875809299589,True
776,False,Masculino,16,5º ano,632.99,N4,88.8,3.0,True,False,True,False,False,False,Médio,Bom,Média,False,Média,False,2.3,False,Moderado,Ruim,Parcial,Baixa,Boa,0.5055915244261331,False
777,True,Masculino,19,2ª série EM,1035.36,N6,80.8,7.1,False,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,1.7,False,Alto,Ruim,Parcial,Média,Regular,0.2127722189523249,False
778,True,Masculino,21,6º ano,407.73,N6,64.9,6.1,True,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.9,True,Moderado,Boa,Completa,Média,Regular,0.4742495585638611,True
779,True,Feminino,11,9º ano,685.62,N2,80.7,8.0,True,True,False,False,False,False,Baixo,Regular,Alta,False,Média,False,1.4,False,Alto,Ruim,Parcial,Alta,Ruim,0.4677751618599176,False
780,False,Feminino,22,1ª série EM,413.95,N7,50.5,5.5,False,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,1.6,False,Alto,Ruim,Completa,Média,Boa,0.4171571512654502,False
781,True,Masculino,16,1ª série EM,1157.63,N1,79.5,5.8,False,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.7,False,Baixo,Regular,Insuficiente,Média,Boa,0.275897586815774,False
782,False,Outro,10,5º ano,406.91,N7,70.8,9.1,False,False,False,False,False,False,Médio,Regular,Baixa,False,Baixa,False,0.6,False,Moderado,Ruim,Completa,Baixa,Boa,0.1686286050618011,False
783,False,Feminino,22,9º ano,479.43,N3,88.6,7.0,False,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.5,False,Moderado,Boa,Parcial,Alta,Boa,0.1827545615067687,False
784,False,Feminino,11,7º ano,591.33,N1,75.3,7.3,False,False,False,False,False,False,Médio,Regular,Média,False,Média,False,1.1,True,Alto,Boa,Parcial,Alta,Boa,0.22822248381400828,False
785,True,Masculino,10,6º ano,432.05,N4,70.0,6.0,False,False,False,True,False,False,Alto,Regular,Média,True,Alta,False,1.2,False,Moderado,Ruim,Completa,Média,Regular,0.3090052972336669,True
786,False,Feminino,15,7º ano,1048.03,N3,70.8,5.6,False,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,3.2,False,Alto,Boa,Completa,Média,Regular,0.32313125367863454,False
787,False,Masculino,12,6º ano,1607.82,N6,51.4,8.0,True,False,False,False,False,False,Médio,Regular,Média,False,Média,False,1.9,False,Baixo,Ruim,Completa,Alta,Boa,0.44997057092407294,True
788,False,Feminino,19,1ª série EM,324.54,N2,62.3,6.2,False,True,False,False,False,False,Médio,Regular,Alta,False,Média,False,1.8,True,Baixo,Boa,Parcial,Média,Ruim,0.48131253678634484,False
789,False,Feminino,12,3ª série EM,684.47,N5,58.0,7.2,False,False,False,False,False,False,Médio,Bom,Alta,True,Alta,True,1.7,False,Moderado,Regular,Parcial,Média,Regular,0.3090052972336669,False
790,True,Feminino,22,6º ano,263.99,N7,73.4,3.3,False,False,False,False,False,False,Baixo,Ruim,Média,False,Média,False,0.2,False,Baixo,Boa,Parcial,Média,Boa,0.41318422601530314,False
791,True,Masculino,22,5º ano,1118.81,N2,87.3,6.1,True,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,3.4,False,Alto,Regular,Parcial,Baixa,Boa,0.3753678634490877,False
792,False,Feminino,14,5º ano,382.51,N4,96.6,6.8,False,False,True,False,False,False,Baixo,Bom,Alta,False,Baixa,False,0.9,False,Moderado,Regular,Completa,Média,Ruim,0.15626839317245442,False
793,True,Masculino,11,3ª série EM,728.24,N1,88.9,6.9,False,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.0,False,Baixo,Regular,Completa,Média,Boa,0.1858446144791053,False
794,True,Masculino,13,7º ano,756.77,N2,82.1,6.1,False,False,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,2.0,False,Alto,Boa,Completa,Média,Boa,0.25117716303708065,True
795,True,Feminino,22,5º ano,902.4,N6,77.9,4.3,True,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,2.3,False,Moderado,Regular,Completa,Alta,Boa,0.4963213655091231,True
796,False,Feminino,16,6º ano,547.92,N4,53.2,5.0,False,False,True,False,True,False,Alto,Bom,Alta,False,Alta,False,3.8,True,Moderado,Boa,Parcial,Alta,Boa,0.7216009417304297,False
797,True,Masculino,11,1ª série EM,511.4,N7,82.9,6.3,False,True,False,False,False,False,Alto,Regular,Média,False,Alta,False,0.2,True,Alto,Regular,Completa,Média,Ruim,0.3859623307828134,True
798,False,Masculino,13,9º ano,257.57,N4,50.1,9.8,False,False,False,False,False,False,Médio,Regular,Alta,True,Baixa,True,2.4,False,Moderado,Boa,Parcial,Média,Regular,0.2291053560918187,True
799,False,Feminino,11,2ª série EM,561.24,N1,74.4,7.9,False,False,False,False,False,False,Médio,Bom,Média,True,Média,False,2.4,False,Moderado,Ruim,Completa,Baixa,Ruim,0.20570924072984106,False
800,True,Feminino,14,2ª série EM,954.17,N3,98.7,6.6,False,True,True,True,False,False,Alto,Ruim,Alta,True,Baixa,False,0.2,False,Moderado,Ruim,Completa,Alta,Boa,0.3029723366686286,False
801,False,Masculino,16,5º ano,969.09,N7,77.1,8.3,True,False,False,False,False,False,Médio,Regular,Baixa,True,Alta,False,3.8,False,Alto,Regular,Completa,Alta,Boa,0.3232783990582696,True
802,False,Masculino,13,6º ano,475.57,N5,88.2,7.5,False,False,False,False,False,False,Baixo,Bom,Alta,True,Baixa,False,1.0,False,Moderado,Boa,Insuficiente,Alta,Boa,0.1624484991171277,True
803,False,Masculino,10,9º ano,1167.56,N6,87.4,6.1,False,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,1.7,False,Baixo,Regular,Parcial,Baixa,Regular,0.22778104767510296,False
804,True,Feminino,18,6º ano,719.37,N6,54.6,7.4,False,True,False,False,False,False,Baixo,Regular,Média,False,Alta,False,0.3,False,Moderado,Boa,Completa,Média,Regular,0.46233078281341966,True
805,True,Masculino,20,5º ano,747.87,N5,50.1,9.8,True,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.3,False,Alto,Ruim,Parcial,Alta,Boa,0.37625073572689816,False
806,True,Masculino,20,6º ano,1073.14,N2,85.8,7.7,False,True,False,False,False,False,Médio,Bom,Baixa,False,Média,False,1.2,True,Moderado,Boa,Completa,Alta,Boa,0.3113596233078282,False
807,True,Masculino,12,8º ano,542.08,N3,52.2,6.0,False,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.4,False,Alto,Ruim,Completa,Média,Boa,0.3875809299587993,True
808,True,Masculino,19,2ª série EM,938.33,N6,67.0,6.9,False,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,0.7,False,Alto,Boa,Completa,Alta,Regular,0.4296645085344321,False
809,True,Feminino,16,8º ano,599.59,N7,89.7,5.5,False,True,False,False,True,False,Médio,Regular,Média,True,Alta,False,2.1,False,Alto,Boa,Parcial,Alta,Regular,0.6855503237198353,False
810,True,Masculino,15,5º ano,982.17,N7,94.6,7.4,False,False,True,False,False,False,Médio,Ruim,Média,True,Alta,False,1.6,False,Moderado,Boa,Completa,Média,Boa,0.13861094761624487,False
811,True,Outro,22,1ª série EM,768.93,N5,50.2,8.9,False,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,3.7,False,Alto,Boa,Insuficiente,Alta,Boa,0.26839317245438493,False
812,False,Masculino,22,3ª série EM,522.36,N7,72.4,9.5,True,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,0.1,True,Moderado,Boa,Insuficiente,Média,Boa,0.2910535609181871,False
813,True,Feminino,12,2ª série EM,648.55,N7,99.3,6.3,True,False,False,True,False,False,Baixo,Bom,Baixa,False,Média,False,3.3,True,Moderado,Regular,Parcial,Média,Regular,0.31356680400235437,False
814,False,Feminino,20,6º ano,579.27,N1,84.7,9.5,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,2.2,True,Alto,Regular,Insuficiente,Média,Ruim,0.08961153619776338,False
815,True,Masculino,14,2ª série EM,430.85,N4,61.3,6.2,False,True,False,False,False,False,Médio,Ruim,Baixa,True,Alta,False,1.9,False,Baixo,Regular,Completa,Alta,Boa,0.4857268981753972,False
816,True,Feminino,15,2ª série EM,1129.91,N2,96.5,5.0,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,True,0.5,False,Baixo,Boa,Completa,Média,Boa,0.23616833431430254,True
817,False,Masculino,20,2ª série EM,861.32,N1,81.0,7.2,False,False,False,False,False,False,Alto,Ruim,Baixa,False,Média,False,1.4,False,Alto,Ruim,Insuficiente,Média,Ruim,0.20747498528546202,True
818,False,Outro,17,7º ano,455.7,N6,88.7,9.5,False,False,True,False,False,False,Alto,Ruim,Média,False,Alta,False,0.3,True,Baixo,Boa,Completa,Média,Boa,0.07195409064155385,False
819,False,Outro,15,1ª série EM,501.57,N2,61.3,7.6,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,0.6,False,Moderado,Regular,Parcial,Média,Boa,0.27678045909358445,False
820,True,Feminino,16,9º ano,432.77,N5,68.4,6.3,False,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,2.3,True,Moderado,Ruim,Completa,Baixa,Regular,0.3028251912889935,False
821,False,Feminino,13,9º ano,373.61,N2,63.5,6.5,False,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,0.4,False,Alto,Boa,Completa,Alta,Regular,0.31562683931724544,False
822,True,Masculino,12,5º ano,327.84,N6,99.1,5.5,True,False,False,False,False,False,Médio,Bom,Baixa,True,Média,False,3.7,False,Alto,Regular,Completa,Alta,Regular,0.34976456739258394,False
823,False,Feminino,19,3ª série EM,1057.73,N5,79.2,5.0,False,False,False,False,True,False,Médio,Bom,Alta,True,Baixa,False,1.7,False,Alto,Boa,Completa,Alta,Boa,0.6068275456150677,False
824,False,Feminino,17,2ª série EM,996.34,N2,81.5,5.8,False,False,False,False,False,False,Alto,Ruim,Alta,True,Baixa,False,2.8,False,Baixo,Ruim,Insuficiente,Média,Boa,0.2670688640376692,False
825,False,Feminino,16,3ª série EM,530.41,N4,59.3,7.9,False,False,True,False,False,False,Baixo,Regular,Alta,False,Alta,False,1.2,True,Baixo,Regular,Parcial,Alta,Boa,0.2723660977045321,False
826,False,Outro,22,9º ano,740.65,N6,69.3,8.2,True,False,False,False,False,False,Médio,Bom,Alta,True,Alta,True,1.6,False,Moderado,Boa,Parcial,Média,Boa,0.3621247792819306,False
827,False,Feminino,21,3ª série EM,946.9,N1,75.5,4.9,True,False,False,False,False,False,Baixo,Ruim,Baixa,True,Média,False,2.0,False,Moderado,Boa,Parcial,Média,Regular,0.48042966450853447,False
828,True,Masculino,20,1ª série EM,781.69,N5,82.4,7.8,False,False,False,False,False,False,Baixo,Ruim,Média,True,Baixa,False,1.0,False,Alto,Ruim,Insuficiente,Alta,Boa,0.17480871100647438,True
829,True,Outro,18,9º ano,314.8,N2,76.9,9.2,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.0,False,Alto,Boa,Completa,Baixa,Boa,0.28443201883460867,False
830,True,Masculino,22,5º ano,1040.04,N3,82.2,6.7,False,False,False,True,False,False,Médio,Regular,Média,False,Alta,True,2.2,False,Alto,Boa,Completa,Média,Ruim,0.22424955856386108,False
831,True,Masculino,18,6º ano,987.54,N1,95.1,9.2,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,True,1.2,False,Baixo,Regular,Completa,Alta,Ruim,0.05694526191877581,False
832,True,Masculino,12,6º ano,337.26,N6,66.4,4.6,False,False,False,False,False,False,Alto,Bom,Baixa,False,Baixa,False,2.7,False,Moderado,Boa,Insuficiente,Alta,Boa,0.3866980576809888,False
833,False,Feminino,13,7º ano,316.44,N6,72.8,8.5,False,False,True,False,False,False,Alto,Ruim,Alta,False,Média,False,1.2,True,Moderado,Regular,Completa,Alta,Boa,0.1862860506180106,False
834,False,Masculino,15,9º ano,1492.87,N7,85.7,6.5,False,False,True,False,False,False,Alto,Bom,Baixa,False,Média,False,1.8,True,Moderado,Boa,Parcial,Alta,Ruim,0.2176280164802825,False
835,True,Feminino,11,7º ano,889.99,N4,82.4,4.3,False,False,False,False,False,False,Alto,Ruim,Alta,True,Média,False,1.2,False,Alto,Ruim,Completa,Alta,Boa,0.3293113596233078,True
836,True,Feminino,15,8º ano,1020.0,N4,52.7,7.1,False,False,False,True,False,False,Alto,Bom,Média,False,Média,False,1.1,True,Moderado,Boa,Parcial,Alta,Regular,0.33681577398469686,False
837,False,Feminino,10,2ª série EM,821.58,N4,50.9,6.1,True,False,True,False,False,False,Alto,Ruim,Alta,False,Média,False,2.9,False,Alto,Boa,Parcial,Alta,Ruim,0.5360506180105944,True
838,False,Feminino,11,9º ano,310.04,N6,53.4,9.9,False,False,True,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.4,False,Baixo,Regular,Completa,Alta,Regular,0.2101236021188935,False
839,False,Masculino,14,6º ano,722.04,N2,99.8,4.8,False,False,False,False,False,False,Baixo,Regular,Baixa,False,Alta,False,2.1,False,Baixo,Regular,Completa,Média,Boa,0.23042966450853447,False
840,True,Feminino,11,1ª série EM,622.75,N7,58.3,5.5,False,False,False,False,False,False,Médio,Regular,Baixa,False,Média,False,1.4,False,Alto,Regular,Insuficiente,Média,Boa,0.38272513243084166,True
841,False,Masculino,20,9º ano,1100.4,N1,87.6,6.0,True,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,1.4,False,Alto,Boa,Parcial,Média,Boa,0.37845791642142435,True
842,True,Feminino,17,2ª série EM,517.62,N6,55.6,4.9,True,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,0.5,False,Alto,Boa,Insuficiente,Baixa,Boa,0.5682754561506769,True
843,True,Feminino,13,8º ano,658.58,N6,87.8,8.2,True,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,1.0,False,Moderado,Regular,Parcial,Baixa,Boa,0.2804590935844615,True
844,True,Feminino,16,1ª série EM,836.59,N5,80.1,8.7,False,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,1.2,False,Baixo,Boa,Insuficiente,Média,Ruim,0.1452324896998235,False
845,False,Masculino,17,1ª série EM,389.8,N3,86.3,7.9,False,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,2.0,False,Moderado,Boa,Completa,Baixa,Regular,0.15317834020011772,False
846,False,Masculino,14,5º ano,394.32,N6,55.4,4.3,False,True,False,False,False,False,Baixo,Regular,Média,False,Média,False,1.7,False,Alto,Boa,Parcial,Média,Boa,0.5956444967628017,False
847,False,Feminino,11,2ª série EM,1887.89,N7,50.5,8.3,False,False,True,False,False,False,Alto,Ruim,Média,False,Alta,False,0.6,False,Baixo,Boa,Completa,Média,Regular,0.29355503237198344,False
848,True,Outro,17,9º ano,787.11,N4,89.3,3.6,False,False,True,False,True,False,Médio,Regular,Média,False,Média,False,2.3,False,Alto,Regular,Parcial,Alta,Boa,0.6240435550323721,True
849,False,Masculino,16,1ª série EM,435.14,N2,67.7,8.1,False,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.0,False,Moderado,Boa,Parcial,Média,Regular,0.22645673925838727,False
850,True,Feminino,18,1ª série EM,801.94,N6,83.4,7.5,False,False,False,False,False,False,Alto,Regular,Média,False,Média,False,2.1,True,Moderado,Ruim,Completa,Alta,Boa,0.18363743378457914,True
851,False,Masculino,13,8º ano,398.17,N5,71.1,4.8,False,False,True,False,False,False,Alto,Ruim,Alta,True,Baixa,False,0.3,False,Alto,Boa,Completa,Alta,Boa,0.3571218363743379,False
852,False,Feminino,18,8º ano,851.86,N7,84.3,5.9,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,1.3,True,Baixo,Boa,Completa,Média,Regular,0.2502942907592702,False
853,False,Feminino,14,8º ano,341.47,N1,95.0,7.8,False,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,1.2,True,Baixo,Regular,Completa,Alta,Boa,0.11918775750441436,False
854,True,Masculino,18,1ª série EM,454.39,N7,53.5,6.3,False,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.5,False,Alto,Regular,Completa,Média,Boa,0.5157445556209536,True
855,True,Masculino,20,1ª série EM,534.55,N2,73.8,11.0,False,False,False,False,False,False,Médio,Ruim,Média,False,Alta,False,1.7,True,Baixo,Ruim,Insuficiente,Baixa,Ruim,0.07151265450264863,False
856,False,Feminino,12,3ª série EM,306.27,N5,56.9,7.1,False,True,False,False,False,False,Médio,Regular,Alta,False,Alta,False,1.7,False,Baixo,Boa,Completa,Alta,Boa,0.4654208357857564,False
857,True,Masculino,17,2ª série EM,1409.07,N7,89.2,6.4,False,False,False,False,False,False,Médio,Regular,Baixa,False,Alta,False,2.4,False,Alto,Regular,Completa,Média,Ruim,0.20659211300765157,False
858,False,Feminino,16,6º ano,505.32,N1,53.1,8.2,False,False,False,False,False,False,Médio,Ruim,Média,True,Alta,False,0.1,False,Alto,Boa,Completa,Média,Boa,0.28649205414949974,False
859,False,Feminino,21,7º ano,428.26,N7,54.4,6.7,False,False,False,False,False,False,Médio,Ruim,Média,False,Média,False,2.0,False,Alto,Regular,Completa,Alta,Regular,0.3469688051795174,False
860,True,Feminino,22,3ª série EM,943.11,N7,68.0,7.9,True,False,False,False,False,False,Médio,Bom,Média,False,Média,False,1.0,False,Moderado,Boa,Completa,Média,Boa,0.38110653325485583,False
861,False,Feminino,17,3ª série EM,938.04,N2,84.5,5.4,False,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,1.0,False,Baixo,Boa,Completa,Alta,Boa,0.2714832254267216,False
862,True,Feminino,22,7º ano,560.99,N7,63.3,5.3,False,True,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,1.9,False,Moderado,Boa,Completa,Alta,Boa,0.5166274278987641,False
863,True,Feminino,22,3ª série EM,666.24,N5,76.9,5.9,False,False,False,False,False,False,Baixo,Regular,Baixa,False,Alta,False,0.3,False,Alto,Boa,Parcial,Média,Ruim,0.2829605650382578,False
864,True,Masculino,14,5º ano,904.2,N3,97.6,6.0,False,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,4.3,False,Alto,Boa,Completa,Alta,Boa,0.1871689228958211,True
865,False,Feminino,12,3ª série EM,503.02,N5,96.8,9.5,False,False,False,True,False,False,Alto,Regular,Média,True,Alta,False,3.5,False,Alto,Regular,Parcial,Alta,Regular,0.03619776339022956,False
866,False,Feminino,19,9º ano,664.36,N4,73.5,5.9,True,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,2.6,False,Moderado,Boa,Completa,Alta,Boa,0.4451147733961154,True
867,False,Feminino,12,1ª série EM,897.11,N7,90.3,5.8,False,False,False,False,False,False,Alto,Bom,Média,False,Média,False,1.2,False,Alto,Regular,Parcial,Baixa,Ruim,0.22822248381400828,True
868,False,Feminino,18,6º ano,308.93,N6,81.0,5.3,True,True,False,False,False,False,Baixo,Regular,Baixa,False,Média,False,2.0,False,Moderado,Ruim,Insuficiente,Média,Regular,0.5856386109476163,True
869,False,Feminino,12,9º ano,1018.18,N3,92.7,8.2,False,True,False,False,False,False,Médio,Bom,Alta,False,Alta,False,0.7,False,Alto,Regular,Parcial,Média,Boa,0.25882872277810476,False
870,True,Feminino,12,7º ano,1152.17,N3,99.8,6.1,False,False,False,True,False,False,Baixo,Bom,Alta,False,Média,False,2.2,False,Baixo,Boa,Parcial,Média,Boa,0.17304296645085343,True
871,False,Feminino,21,5º ano,247.48,N5,94.0,5.6,True,False,False,False,False,False,Médio,Ruim,Alta,False,Baixa,False,2.0,False,Baixo,Boa,Completa,Baixa,Boa,0.36786344908769864,False
872,True,Feminino,14,3ª série EM,487.02,N6,83.0,6.3,False,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,3.1,False,Alto,Ruim,Completa,Média,Boa,0.23837551500882873,False
873,True,Masculino,13,2ª série EM,668.81,N4,85.1,6.6,True,False,False,True,False,False,Baixo,Ruim,Média,False,Alta,False,0.8,True,Moderado,Boa,Insuficiente,Baixa,Boa,0.3630076515597411,True
874,False,Masculino,16,3ª série EM,626.67,N4,88.8,5.8,False,False,True,False,False,False,Médio,Regular,Alta,False,Baixa,True,2.2,True,Alto,Boa,Parcial,Baixa,Boa,0.23484402589758685,True
875,False,Feminino,14,9º ano,1152.48,N7,77.5,6.5,False,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,3.1,False,Baixo,Regular,Completa,Média,Regular,0.2538257798705121,False
876,True,Feminino,21,3ª série EM,675.87,N3,55.4,7.9,False,False,False,False,False,False,Baixo,Bom,Média,True,Média,False,2.2,True,Alto,Boa,Parcial,Média,Regular,0.28958210712183635,False
877,True,Feminino,17,1ª série EM,1061.31,N4,61.1,5.5,False,False,False,True,False,False,Baixo,Ruim,Alta,False,Média,False,1.1,False,Moderado,Boa,Parcial,Alta,Regular,0.37036492054149506,False
878,False,Masculino,12,8º ano,523.55,N2,78.7,5.0,True,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,0.6,False,Baixo,Regular,Parcial,Alta,Boa,0.46188934667451437,False
879,True,Masculino,18,9º ano,726.48,N7,70.5,6.0,False,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,0.5,False,Baixo,Ruim,Completa,Média,Regular,0.3067981165391407,True
880,False,Masculino,11,8º ano,564.93,N6,60.6,7.1,False,False,False,False,False,False,Baixo,Bom,Alta,False,Baixa,False,1.2,False,Baixo,Ruim,Completa,Alta,Ruim,0.30194231901118307,False
881,True,Feminino,11,3ª série EM,392.16,N6,95.4,4.6,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,True,1.1,False,Baixo,Boa,Completa,Alta,Ruim,0.40582695703354915,False
882,True,Feminino,15,9º ano,604.74,N7,96.9,4.2,False,False,False,True,False,False,Médio,Regular,Alta,True,Baixa,False,3.0,False,Alto,Regular,Insuficiente,Alta,Boa,0.2697174808711006,True
883,False,Feminino,13,1ª série EM,406.33,N3,63.6,5.8,True,False,False,False,False,False,Alto,Regular,Alta,True,Média,False,1.7,False,Moderado,Boa,Completa,Alta,Boa,0.49323131253678637,False
