id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada
40786,2° EF,False,9,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,89.4,3.7,Baixo,2414.38,1.5,False,False,False,True,Boa,False
40787,5° EF,False,7,Masculino,False,True,True,False,Não declarada,Urbana,Aprovado,False,77.2,9.8,Baixo,1584.32,1.7,True,False,False,False,Regular,False
40788,1° EF,False,17,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,79.1,7.4,Baixo,2323.15,1.8,True,False,False,True,Regular,False
40789,2° EF,False,9,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,88.9,7.0,Médio,4165.51,2.2,False,False,False,False,Boa,False
40790,7° EF,False,11,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,85.9,5.6,Baixo,1411.48,2.5,False,True,True,True,Boa,False
40791,7° EF,False,6,Masculino,False,True,False,False,Amarela,Urbana,Aprovado,False,87.2,8.0,Muito alto,4463.96,1.5,False,False,False,True,Regular,False
40792,2° EF,False,19,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,96.4,8.6,Médio,3318.19,2.4,True,False,False,False,Boa,False
40793,9° EF,False,12,Feminino,False,True,False,False,Não declarada,Rural,Evadido,False,79.9,7.3,Médio,901.24,3.0,False,False,False,False,Boa,False
40794,5° EF,False,17,Masculino,False,True,True,False,Parda,Rural,Reprovado,False,97.3,6.8,Médio,535.73,2.6,False,False,False,False,Boa,False
40795,2° EM,False,6,Masculino,True,True,True,False,Preta,Urbana,Aprovado,False,95.9,7.1,Baixo,611.08,2.2,True,False,False,True,Ruim,False
40796,5° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,97.0,5.0,Médio,3113.22,1.4,False,False,False,False,Boa,False
40797,2° EF,False,10,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,91.0,9.9,Médio,1177.52,1.2,False,True,False,False,Regular,False
40798,1° EM,False,17,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,96.0,8.2,Alto,4707.39,2.7,False,False,False,True,Boa,False
40799,7° EF,False,15,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,99.7,1.2,Médio,748.68,2.0,False,False,False,False,Regular,False
40800,5° EF,False,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,87.4,5.6,Baixo,11150.31,0.6,False,False,False,False,Boa,False
40801,5° EF,False,7,Masculino,False,True,True,True,Amarela,Urbana,Evadido,False,96.0,2.5,Baixo,1332.4,0.6,False,False,False,False,Boa,False
40802,2° EF,False,14,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,97.1,4.5,Alto,617.34,2.8,False,True,False,False,Regular,False
40803,5° EF,False,13,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,83.6,9.2,Alto,2072.06,3.0,False,False,False,False,Ruim,False
40804,1° EF,False,9,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,86.7,7.5,Médio,2365.24,2.5,False,False,False,True,Ruim,False
40805,6° EF,False,8,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,89.6,8.0,Baixo,1971.73,1.6,False,False,False,False,Boa,False
40806,2° EM,False,7,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,84.6,8.3,Médio,1379.01,2.5,False,False,False,False,Boa,False
40807,1° EM,False,12,Feminino,True,True,True,False,Branca,Rural,Aprovado,False,83.9,10.0,Baixo,2732.9,1.4,False,False,True,False,Ruim,False
40808,1° EF,False,10,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,85.3,3.9,Médio,1520.41,2.3,False,False,False,True,Boa,False
40809,2° EM,False,12,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,86.3,2.5,Médio,4777.8,3.6,False,False,False,False,Boa,False
40810,6° EF,False,9,Feminino,True,True,False,False,Preta,Urbana,Reprovado,False,82.0,5.5,Muito baixo,1154.54,0.0,False,False,False,False,Boa,False
40811,3° EF,False,16,Feminino,True,False,False,False,Branca,Urbana,Aprovado,False,87.4,7.5,Baixo,2860.27,1.3,False,True,False,False,Boa,False
40812,9° EF,False,11,Masculino,False,False,False,True,Preta,Urbana,Reprovado,False,94.0,7.5,Baixo,1684.83,0.9,False,False,False,False,Boa,False
40813,4° EF,False,9,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,90.6,8.0,Baixo,2611.3,4.3,False,False,False,True,Boa,False
40814,3° EF,False,6,Masculino,False,True,True,False,Preta,Urbana,Evadido,False,85.3,8.6,Médio,2748.69,2.6,False,False,False,False,Boa,False
40815,2° EF,False,10,Feminino,False,True,True,False,Branca,Rural,Evadido,False,78.8,0.9,Baixo,1350.72,0.8,False,False,False,False,Boa,False
40816,6° EF,False,7,Masculino,False,True,False,False,Não declarada,Urbana,Aprovado,True,95.1,9.2,Alto,2346.78,2.0,True,False,False,False,Boa,False
40817,2° EF,False,10,Feminino,True,True,False,False,Branca,Urbana,Reprovado,False,88.2,6.9,Muito baixo,855.93,1.7,False,False,False,True,Regular,False
40818,1° EM,False,7,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,99.0,2.6,Baixo,7590.77,1.2,False,False,False,False,Boa,False
40819,6° EF,False,9,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,82.0,8.1,Muito alto,10811.48,1.1,False,False,False,False,Ruim,False
40820,6° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,79.5,6.4,Médio,4895.83,0.2,False,False,False,False,Regular,False
40821,1° EF,False,6,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,65.3,6.4,Médio,1615.24,1.1,False,False,False,False,Regular,False
40822,1° EM,False,11,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,75.2,4.1,Médio,1158.22,0.5,True,False,False,False,Ruim,False
40823,6° EF,False,7,Masculino,True,True,False,False,Parda,Urbana,Aprovado,True,85.4,6.9,Baixo,2080.39,3.7,False,False,False,False,Boa,False
40824,6° EF,False,11,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,80.3,8.0,Alto,346.5,1.4,False,False,False,False,Regular,False
40825,1° EM,False,11,Feminino,False,True,False,False,Parda,Urbana,Aprovado,True,71.5,5.3,Alto,1115.39,1.2,False,False,False,False,Boa,False
40826,1° EF,False,8,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,81.2,9.7,Alto,273.85,2.5,False,False,False,True,Ruim,False
40827,5° EF,False,9,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,92.9,0.9,Muito baixo,783.06,1.6,False,False,False,False,Boa,False
40828,7° EF,False,10,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,93.0,5.7,Médio,1136.2,0.2,False,False,False,False,Boa,False
40829,6° EF,False,18,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,78.5,8.3,Médio,5544.88,1.3,False,False,False,False,Boa,False
40830,3° EF,False,12,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,98.0,4.3,Alto,1666.96,1.8,False,False,False,False,Regular,False
40831,4° EF,False,14,Masculino,False,True,True,False,Parda,Urbana,Em andamento,False,78.9,8.8,Médio,778.39,3.3,False,True,False,False,Boa,False
40832,4° EF,False,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,75.6,6.2,Baixo,1124.89,2.3,True,False,False,False,Boa,False
40833,3° EM,False,6,Feminino,True,True,True,False,Branca,Urbana,Em andamento,False,79.1,9.3,Médio,2013.41,2.3,False,False,False,True,Ruim,False
40834,4° EF,False,9,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,78.2,5.0,Médio,1207.29,0.9,True,False,False,False,Regular,False
40835,3° EF,False,10,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,90.8,4.8,Alto,769.31,2.3,False,False,False,True,Ruim,False
40836,1° EM,False,11,Feminino,False,True,False,False,Preta,Urbana,Aprovado,False,78.8,7.4,Muito baixo,1646.67,1.6,False,False,False,False,Boa,False
40837,6° EF,False,9,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,90.8,4.9,Médio,1292.16,2.1,False,False,False,True,Ruim,False
40838,6° EF,False,13,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,82.7,9.2,Médio,1365.68,0.9,False,False,False,False,Boa,False
40839,7° EF,False,11,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,81.9,8.9,Muito alto,743.3,2.5,False,False,False,False,Regular,False
40840,8° EF,False,18,Feminino,True,True,False,False,Parda,Rural,Aprovado,False,96.9,2.0,Muito baixo,1463.15,2.5,False,False,False,False,Boa,False
40841,8° EF,False,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,80.9,10.0,Muito baixo,1926.87,0.5,True,False,False,False,Ruim,False
40842,1° EF,False,16,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,96.1,7.9,Baixo,252.78,1.2,False,False,False,True,Ruim,False
40843,1° EM,False,17,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,83.4,6.9,Baixo,2820.4,1.1,False,False,False,True,Boa,False
40844,3° EF,False,15,Masculino,False,True,True,False,Preta,Rural,Aprovado,False,99.7,8.1,Baixo,160.78,2.8,False,False,False,True,Boa,False
40845,4° EF,False,11,Feminino,True,True,False,False,Amarela,Rural,Aprovado,False,99.4,7.4,Baixo,5234.63,3.0,False,True,False,False,Boa,False
40846,3° EF,False,12,Feminino,True,True,False,False,Amarela,Urbana,Evadido,False,95.1,8.9,Baixo,1186.51,0.2,True,False,False,False,Boa,False
40847,1° EM,False,7,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,96.1,9.6,Baixo,1549.26,1.9,False,False,False,True,Boa,False
40848,7° EF,False,19,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,95.0,9.8,Alto,944.44,1.6,True,False,False,False,Regular,False
40849,9° EF,False,13,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.7,9.5,Muito alto,8941.07,1.4,False,True,False,False,Boa,False
40850,8° EF,False,6,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,94.7,5.8,Médio,595.84,2.6,False,False,False,False,Regular,False
40851,2° EF,False,9,Feminino,True,True,True,False,Parda,Rural,Aprovado,False,90.7,6.6,Médio,685.45,2.9,False,False,False,False,Boa,False
40852,4° EF,False,7,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,95.5,7.1,Alto,1540.44,2.7,False,False,False,True,Boa,False
40853,7° EF,False,12,Masculino,False,False,True,False,Branca,Rural,Aprovado,False,98.0,7.6,Baixo,4836.03,2.9,True,False,False,False,Regular,False
40854,4° EF,False,12,Feminino,False,True,True,True,Parda,Rural,Aprovado,False,93.4,8.7,Médio,273.67,3.2,False,False,False,True,Regular,False
40855,3° EF,False,7,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,98.8,7.9,Baixo,969.23,1.9,False,False,False,False,Boa,False
40856,2° EM,False,17,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,86.9,9.0,Alto,3817.65,2.9,True,False,True,False,Boa,False
40857,9° EF,False,17,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,97.7,6.4,Baixo,7754.21,2.7,False,False,False,False,Ruim,False
40858,5° EF,False,10,Masculino,False,True,False,False,Não declarada,Urbana,Reprovado,False,81.2,8.8,Muito baixo,2095.61,2.7,False,False,False,False,Ruim,False
40859,1° EM,False,13,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,70.6,3.5,Muito baixo,3361.46,0.8,False,False,False,False,Boa,False
40860,8° EF,False,12,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,77.6,7.9,Baixo,2682.29,2.2,False,True,False,False,Boa,False
40861,1° EF,False,18,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,79.0,7.7,Médio,187.36,2.0,False,False,False,False,Boa,False
40862,5° EF,False,11,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,95.1,7.0,Médio,3217.06,2.9,False,False,False,True,Boa,False
40863,4° EF,False,11,Feminino,True,False,False,False,Parda,Urbana,Aprovado,False,85.8,3.3,Alto,169.53,1.8,False,False,False,False,Boa,False
40864,3° EF,False,10,Feminino,True,True,True,False,Parda,Rural,Reprovado,False,81.4,6.2,Médio,1332.86,1.5,False,False,False,True,Ruim,False
40865,3° EF,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,94.8,5.7,Médio,1257.18,2.3,False,False,False,False,Regular,False
40866,3° EM,False,7,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,80.5,8.0,Médio,2266.38,1.7,False,False,False,False,Regular,False
40867,6° EF,False,10,Feminino,True,True,False,False,Parda,Urbana,Evadido,False,74.9,7.6,Médio,3538.64,2.9,True,False,False,False,Regular,False
40868,2° EM,False,13,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,87.3,5.7,Baixo,2694.13,1.3,True,False,False,True,Ruim,False
40869,3° EF,False,12,Masculino,False,False,True,False,Parda,Rural,Aprovado,False,74.3,5.6,Alto,2442.82,3.0,False,False,False,True,Regular,False
40870,3° EF,False,10,Feminino,False,True,True,False,Preta,Urbana,Evadido,False,82.8,6.9,Muito alto,1809.33,0.8,False,False,False,True,Boa,False
40871,2° EM,True,11,Masculino,True,True,False,False,Parda,Urbana,Evadido,False,80.1,6.0,Baixo,4480.41,3.5,False,False,False,False,Regular,True
40872,6° EF,False,6,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,85.2,6.2,Médio,1752.5,2.0,False,False,False,True,Boa,False
40873,2° EM,False,17,Feminino,True,True,True,False,Branca,Urbana,Reprovado,False,75.5,0.1,Alto,2319.69,2.8,False,False,False,True,Boa,False
40874,1° EF,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,85.8,9.5,Muito baixo,1779.07,1.4,False,False,False,False,Regular,False
40875,2° EM,False,10,Feminino,False,True,False,True,Parda,Urbana,Reprovado,False,88.3,9.3,Alto,1538.93,2.0,False,False,False,False,Boa,False
40876,5° EF,False,19,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,82.0,6.0,Muito baixo,1150.33,2.2,True,False,False,False,Regular,False
40877,2° EF,False,14,Feminino,False,True,True,False,Branca,Urbana,Aprovado,True,79.4,3.9,Médio,1475.01,3.0,False,True,False,False,Boa,False
40878,9° EF,False,6,Masculino,False,True,True,False,Branca,Urbana,Evadido,False,93.6,5.3,Baixo,6129.32,3.1,False,False,False,False,Boa,False
40879,1° EM,False,7,Masculino,True,False,False,False,Parda,Urbana,Evadido,False,74.2,2.2,Alto,798.89,1.4,False,False,False,False,Ruim,False
40880,1° EF,False,10,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,98.6,5.5,Muito baixo,2379.17,0.6,False,False,False,True,Boa,False
40881,3° EM,False,18,Masculino,True,True,True,False,Amarela,Urbana,Reprovado,False,65.1,6.2,Médio,5360.08,1.4,False,False,False,False,Ruim,False
40882,9° EF,False,17,Feminino,True,False,False,False,Parda,Urbana,Aprovado,False,91.2,8.9,Médio,3166.39,1.2,False,True,False,False,Boa,False
40883,4° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,77.9,7.0,Médio,1613.08,0.5,False,False,False,False,Boa,False
40884,2° EF,False,14,Masculino,False,True,False,False,Preta,Urbana,Em andamento,False,89.0,0.1,Médio,804.37,1.5,False,False,False,True,Boa,False
40885,5° EF,False,7,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,80.0,1.8,Muito baixo,3715.0,1.6,False,False,False,False,Regular,False
40886,3° EF,False,6,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,71.0,9.8,Médio,1099.11,2.3,False,False,False,False,Boa,False
40887,6° EF,False,18,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,95.9,6.9,Médio,2939.36,4.6,False,False,False,True,Boa,False
40888,1° EM,False,9,Masculino,False,True,True,False,Branca,Urbana,Em andamento,False,86.3,8.7,Alto,2670.89,1.7,False,False,False,False,Boa,False
40889,8° EF,False,13,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,82.7,8.7,Médio,4195.33,3.6,False,False,False,True,Boa,False
40890,6° EF,False,8,Masculino,True,True,False,False,Preta,Urbana,Aprovado,False,98.3,8.3,Médio,1627.86,0.8,False,False,False,False,Regular,False
40891,2° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Reprovado,True,75.2,7.6,Baixo,4506.17,3.0,False,False,False,True,Regular,False
40892,3° EM,False,7,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,84.6,5.1,Médio,1681.46,2.5,False,False,False,False,Boa,False
40893,4° EF,False,14,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,79.6,5.8,Médio,1565.86,1.4,False,True,False,False,Regular,False
40894,4° EF,False,7,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,99.7,8.0,Baixo,4362.05,2.0,False,False,False,True,Ruim,False
40895,8° EF,False,14,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,89.0,2.8,Baixo,79.83,2.3,False,False,False,True,Boa,False
40896,1° EM,False,19,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,94.8,5.7,Baixo,1560.14,1.6,False,False,False,False,Regular,False
40897,3° EM,False,11,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,79.1,2.2,Baixo,601.15,1.5,False,False,False,False,Boa,False
40898,3° EM,False,15,Outro,False,True,True,False,Amarela,Rural,Aprovado,False,83.4,8.8,Baixo,2680.1,1.8,False,True,False,False,Regular,False
40899,2° EM,False,9,Masculino,False,True,True,False,Não declarada,Urbana,Aprovado,False,90.5,9.1,Médio,6148.01,2.2,False,True,False,False,Boa,False
40900,6° EF,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,79.6,7.0,Médio,4093.71,1.2,True,True,False,False,Regular,False
40901,3° EF,False,16,Masculino,False,True,False,True,Branca,Urbana,Evadido,False,88.0,5.4,Médio,4435.96,1.8,True,False,True,False,Boa,False
40902,7° EF,False,14,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,97.9,0.9,Médio,2240.58,2.1,True,False,False,False,Ruim,False
40903,1° EF,False,17,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,97.8,2.1,Muito alto,1797.79,2.1,True,False,False,False,Boa,False
40904,3° EF,False,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,84.7,7.2,Médio,594.3,2.4,True,True,False,False,Regular,False
40905,1° EF,False,9,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,88.3,9.7,Médio,3423.6,2.1,False,False,False,False,Boa,False
40906,3° EF,False,15,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,80.3,8.3,Médio,3594.96,1.1,False,False,False,False,Boa,False
40907,6° EF,False,11,Feminino,False,True,False,True,Branca,Rural,Reprovado,False,99.3,6.7,Médio,2932.06,1.2,False,False,False,True,Regular,False
40908,5° EF,False,11,Feminino,False,True,True,False,Parda,Urbana,Reprovado,True,88.4,9.8,Alto,1152.4,2.7,False,False,False,True,Regular,False
40909,5° EF,False,19,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,80.6,1.0,Baixo,230.01,2.1,True,False,False,False,Ruim,False
40910,1° EM,False,19,Masculino,False,True,False,False,Indígena,Urbana,Aprovado,False,95.6,6.0,Médio,1357.92,2.4,False,True,True,True,Regular,False
40911,9° EF,False,15,Masculino,True,True,True,False,Branca,Urbana,Reprovado,False,86.2,6.9,Alto,2432.12,2.3,True,False,False,False,Regular,False
40912,3° EM,False,11,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,90.9,4.1,Médio,2365.13,1.8,False,False,False,False,Boa,False
40913,6° EF,False,18,Masculino,False,True,False,False,Branca,Rural,Reprovado,False,95.5,5.1,Médio,2413.83,2.5,True,False,False,False,Regular,False
40914,4° EF,False,13,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,83.6,9.9,Baixo,10501.11,1.2,False,False,False,False,Regular,False
40915,2° EF,False,17,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,89.7,0.1,Médio,980.03,1.7,True,False,False,False,Regular,False
40916,9° EF,False,19,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,73.3,0.2,Baixo,4286.77,1.9,True,False,False,False,Boa,False
40917,1° EM,False,17,Masculino,False,False,True,True,Branca,Urbana,Aprovado,False,81.5,6.3,Baixo,2174.59,2.6,False,False,False,False,Boa,False
40918,3° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,78.1,8.9,Médio,5164.83,1.9,True,False,False,False,Ruim,False
40919,2° EM,False,7,Feminino,False,True,True,False,Não declarada,Urbana,Aprovado,False,91.1,9.5,Baixo,928.56,1.2,False,False,False,True,Boa,False
40920,7° EF,False,10,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,82.1,7.9,Médio,509.74,0.8,False,True,False,True,Boa,False
40921,2° EF,False,8,Masculino,True,True,True,False,Preta,Rural,Aprovado,False,93.6,8.5,Médio,1228.04,2.0,False,False,False,True,Boa,False
40922,8° EF,False,7,Outro,False,True,True,False,Amarela,Rural,Aprovado,False,93.6,9.6,Baixo,1089.47,2.3,False,False,False,True,Ruim,False
40923,7° EF,False,10,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,94.1,9.3,Médio,1265.84,1.2,True,False,False,False,Regular,False
40924,1° EF,False,7,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,77.8,2.1,Médio,725.92,2.5,True,False,False,False,Regular,False
40925,5° EF,False,12,Masculino,False,True,True,False,Indígena,Rural,Em andamento,False,88.6,4.3,Muito baixo,1826.82,3.8,True,False,True,False,Boa,False
40926,1° EM,True,16,Masculino,True,True,True,False,Preta,Urbana,Evadido,False,79.5,6.0,Muito baixo,973.98,3.2,False,False,False,False,Boa,True
40927,7° EF,False,7,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,83.9,6.1,Médio,1436.93,2.2,False,False,False,True,Boa,False
40928,4° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,82.2,8.8,Muito baixo,469.43,1.6,True,False,False,True,Boa,False
40929,2° EM,False,8,Feminino,False,True,False,False,Parda,Urbana,Reprovado,False,92.6,8.1,Alto,2433.71,3.9,True,False,False,False,Ruim,False
40930,3° EF,False,15,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,84.6,1.4,Alto,1623.73,1.6,False,False,False,False,Regular,False
40931,3° EF,False,7,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,81.9,9.0,Médio,1645.36,1.8,False,False,False,True,Boa,False
40932,5° EF,False,18,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,89.3,0.8,Médio,1680.47,2.4,False,False,False,True,Boa,False
40933,2° EM,False,13,Masculino,False,True,False,False,Parda,Urbana,Em andamento,False,90.6,2.5,Baixo,4572.42,1.3,False,False,False,False,Ruim,False
40934,7° EF,False,14,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,93.9,8.0,Médio,1498.34,2.0,False,False,False,True,Boa,False
40935,9° EF,False,17,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,71.8,5.8,Baixo,196.91,3.0,False,False,False,False,Boa,False
40936,3° EM,False,9,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,79.5,8.4,Baixo,3323.62,2.6,False,False,False,False,Regular,False
40937,1° EM,False,6,Feminino,True,True,True,False,Branca,Rural,Aprovado,False,94.0,7.6,Médio,3091.72,0.8,False,False,False,False,Regular,False
40938,3° EF,False,6,Masculino,True,True,True,False,Branca,Urbana,Evadido,True,88.7,6.0,Médio,1419.02,1.9,False,False,False,False,Boa,False
40939,1° EM,False,7,Feminino,True,True,False,True,Parda,Urbana,Aprovado,False,94.6,9.2,Alto,2390.3,1.3,False,False,False,False,Boa,False
40940,9° EF,False,14,Feminino,False,True,False,False,Parda,Urbana,Evadido,False,86.9,5.5,Alto,4034.86,3.5,False,False,False,False,Boa,False
40941,3° EF,False,15,Masculino,False,True,True,False,Preta,Rural,Aprovado,False,87.1,9.6,Baixo,1443.36,2.6,False,False,False,False,Regular,False
40942,4° EF,False,13,Feminino,False,True,True,False,Parda,Urbana,Em andamento,False,85.3,8.3,Muito baixo,963.77,0.8,False,False,True,False,Boa,False
40943,9° EF,False,14,Feminino,True,True,False,True,Preta,Urbana,Aprovado,False,92.1,6.5,Alto,1429.78,3.1,False,False,False,False,Boa,False
40944,3° EF,False,8,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,89.9,6.4,Baixo,830.51,2.7,False,False,False,False,Regular,False
40945,3° EF,False,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,85.6,8.2,Muito alto,3658.98,0.4,False,False,False,False,Ruim,False
40946,9° EF,False,11,Feminino,False,True,True,False,Não declarada,Urbana,Aprovado,False,80.0,6.6,Baixo,2778.13,2.2,True,False,False,False,Regular,False
40947,2° EM,False,8,Feminino,False,True,True,False,Amarela,Urbana,Aprovado,False,61.2,7.1,Baixo,1449.65,2.1,False,False,False,False,Ruim,False
40948,1° EF,False,17,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,75.7,1.3,Médio,1522.14,2.7,False,False,False,True,Boa,False
40949,6° EF,False,19,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,76.6,7.0,Baixo,109.39,1.7,False,True,False,False,Regular,False
40950,8° EF,False,9,Feminino,False,True,False,False,Branca,Rural,Reprovado,False,89.5,4.0,Baixo,572.01,0.6,False,False,False,True,Regular,False
40951,9° EF,False,11,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,93.6,7.4,Médio,3902.15,1.1,False,False,False,True,Boa,False
40952,3° EM,False,14,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,87.1,8.2,Baixo,5633.06,3.1,False,False,False,True,Regular,False
40953,9° EF,False,15,Masculino,True,True,True,False,Amarela,Urbana,Aprovado,False,86.1,8.8,Médio,5192.74,2.2,True,False,False,False,Regular,False
40954,8° EF,False,13,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,77.8,6.9,Médio,1013.51,1.7,False,False,True,False,Boa,False
40955,3° EM,False,15,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,97.0,5.0,Médio,2081.76,1.0,True,False,False,False,Boa,False
40956,1° EF,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,93.0,9.6,Médio,1355.17,1.0,False,False,False,True,Boa,False
40957,1° EF,False,19,Feminino,False,False,True,False,Parda,Urbana,Evadido,False,86.2,8.6,Médio,3222.12,0.7,False,False,False,True,Regular,False
40958,7° EF,False,11,Masculino,True,True,False,False,Preta,Urbana,Em andamento,False,76.1,7.4,Médio,302.0,1.6,False,True,False,False,Regular,False
40959,5° EF,False,17,Masculino,False,True,True,False,Preta,Rural,Aprovado,False,95.6,8.1,Médio,1717.4,2.8,False,False,False,False,Ruim,False
40960,2° EF,False,18,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,79.3,9.6,Baixo,651.77,0.2,False,False,False,False,Boa,False
40961,4° EF,False,14,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,91.7,9.9,Médio,3520.76,1.4,False,False,False,True,Boa,False
40962,9° EF,False,18,Masculino,True,True,True,False,Branca,Urbana,Aprovado,True,84.3,9.0,Alto,1833.93,0.6,False,False,False,True,Boa,False
40963,2° EM,False,6,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,95.9,9.4,Médio,3546.16,1.2,False,False,False,False,Boa,False
